Date,Month,Year,SiteNumber,SiteName,Length_meters,Treatment,Time,WaterElevation,Weather,WaterTemp,Visibility_feet,Visibility_meters,SurveyMethod,VideoOrObserver,LFRcount,WRcount,SRcount,FRcount,Troutcount,AdultPredatorFish,OtherJuvenileFish,Comments,Calculated Flow
9/5/2018,9,2018,203,Kapusta,291,Impact,10:50,,1,55,12,3.657421518,snorkel downstream,observer,0,0,0,0,7,0,0,,8714
9/18/2018,9,2018,203,Kapusta,291,Impact,12:45,,1,54,12,3.657421518,snorkel downstream,observer,0,0,0,200,20,0,0,,8019
10/3/2018,10,2018,203,Kapusta,291,Impact,12:15,,2,54,12,3.657421518,snorkel downstream,observer,10,0,0,0,55,0,0,,7269
10/17/2018,10,2018,203,Kapusta,291,Impact,9:00,,1,54,6,1.828710759,snorkel downstream,observer,0,0,0,0,55,0,163,163 Hardhead,7298
10/30/2018,10,2018,203,Kapusta,291,Impact,11:50,,1,54,10,3.047851265,snorkel downstream,observer,1,26,0,4,15,0,105,100 HH 5PM,6004
11/14/2018,11,2018,203,Kapusta,291,Impact,14:00,,2,57,5,1.523925632,snorkel downstream,observer,50,29,0,5,9,0,3,3 HH,4537
12/10/2018,12,2018,203,Kapusta,291,Impact,11:00,,1,57,11,3.352636391,snorkel downstream,observer,0,2,0,0,4,0,0,,4018
1/2/2019,1,2019,203,Kapusta,291,Impact,10:30,,1,48,5,1.523925632,snorkel downstream,observer,0,1,0,107,0,0,0,,4027
1/29/2019,1,2019,203,Kapusta,291,Impact,11:00,,1,49,5,1.523925632,snorkel downstream,observer,0,2,0,224,1,0,61,60 HH  1 TSS,3249
6/14/2017,6,2017,203,Kapusta,291,,10:45,,1,56,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,500,numerous juvenile suckers,10031
4/30/2018,4,2018,203,Kapusta,291,Impact,10:40,,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,8,0,0,105,100 HH  2 TP  3 TSS,7058
5/15/2018,5,2018,203,Kapusta,291,Impact,12:00,,1,55,10,3.047851265,snorkel downstream,observer,5,0,0,65,1,0,601,50 TSS  500 PM  1 Sculpin  50 WESMOS,8737
5/29/2018,5,2018,203,Kapusta,291,Impact,10:50,,1,53,12,3.657421518,snorkel downstream,observer,14,0,0,65,36,0,145,145 HH,9491
6/11/2018,6,2018,203,Kapusta,291,Impact,13:45,,1,55,12,3.657421518,snorkel downstream,observer,80,0,25,75,24,0,0,,9743
8/16/2016,8,2016,213,Kutras Lake,,Baseline,11:25,,1,55,8,2.438281012,Snorkel Downstream,Observer,0,0,0,0,0,0,0,,10483
8/24/2016,8,2016,213,Kutras Lake,,Baseline,11:00,,1,53,8,2.438281012,Snorkel Downstream,Observer,0,0,0,0,99,0,0,,10492
9/1/2016,9,2016,213,Kutras Lake,,Baseline,11:15,,1,54,8,2.438281012,Snorkel Downstream,Observer,0,0,0,0,20,0,0,,10039
11/15/2016,11,2016,213,Kutras Lake,,Baseline,12:20,,3,53,8,2.438281012,Snorkel Downstream,Observer,0,0,0,0,1,0,0,,5003
4/2/2018,4,2018,213,Kutras Lake,,Baseline,10:40,,1,52,10,3.047851265,snorkel downstream,observer,0,35,0,556,0,0,0,,3246
4/16/2018,4,2018,213,Kutras Lake,,Impact,10:25,,4,53,10,3.047851265,snorkel downstream,observer,16,0,0,5,15,0,6,1 TSS  5 SMB,3264
7/13/2016,7,2016,205,Lake California,1623,Baseline,10:00,,1,55,6,1.828710759,Snorkel Downstream,Observer,0,0,0,0,0,0,155,65 PM  90 SS,10500
8/25/2016,8,2016,205,Lake California,1623,Baseline,10:00,,1,55,8,2.438281012,Snorkel Downstream,Observer,0,0,0,0,0,0,300,200 PM  100 SS,10400
9/22/2016,9,2016,205,Lake California,1623,Baseline,10:00,,1,53,7,2.133495885,Snorkel Downstream,Observer,1,0,0,0,8,0,85,81 PM  4 SS,8415
7/24/2017,7,2017,205,Lake California,1623,Baseline,11:00,,1,55,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,,11328
8/7/2017,8,2017,205,Lake California,1623,Baseline,10:15,,1,55,5,1.523925632,snorkel downstream,observer,0,0,0,0,3,0,147,140 sacsuc  6 PM  1 TP,11014
8/21/2017,8,2017,205,Lake California,1623,Baseline,10:20,,2,55,9,2.743066138,snorkel downstream,observer,0,0,0,0,6,0,0,,11057
9/6/2017,9,2017,205,Lake California,1623,Baseline,9:45,,2,54.7,5,1.523925632,snorkel downstream,observer,0,0,0,0,6,0,0,,10107
9/18/2017,9,2017,205,Lake California,1623,Baseline,11:00,,3,52.1,9,2.743066138,snorkel downstream,observer,0,0,0,0,1,0,0,,10067
10/3/2017,10,2017,205,Lake California,1623,Baseline,10:15,,1,58,5,1.523925632,snorkel downstream,observer,0,0,0,0,22,0,4,2 PM  2 SS,9190
10/16/2017,10,2017,205,Lake California,1623,Baseline,11:00,,1,51,12,3.657421518,snorkel downstream,observer,0,0,0,0,13,0,757,701 SS  56 HH,8424
10/30/2017,10,2017,205,Lake California,1623,Baseline,10:00,,1,52,9,2.743066138,snorkel downstream,observer,0,0,0,0,7,0,196,35 HH  61 SS  100TSS,8708
11/13/2017,11,2017,205,Lake California,1623,Baseline,10:20,,3,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,38,0,83,60 SS  16 HH  7 TSS,6194
11/29/2017,11,2017,205,Lake California,1623,Baseline,10:20,,2,51,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,308,190 SS  100 SB  18 HH  103 RT,5948
12/29/2017,12,2017,205,Lake California,1623,Baseline,11:15,,2,48,9,2.743066138,snorkel downstream,observer,0,1,0,0,3,0,94,63 HH  1 STB  30 SS,5637
1/11/2018,1,2018,205,Lake California,1623,Impact,12:00,,3,51,5,1.523925632,snorkel downstream,observer,0,2,0,0,17,0,15,6 HH  9SS,5369
2/6/2018,2,2018,205,Lake California,1623,Impact,11:15,,1,51,11,3.352636391,snorkel downstream,observer,0,198,0,0,19,0,129,118 HH  8 TSS  2 STB  1 RIFSCU,5201
2/20/2018,2,2018,205,Lake California,1623,Impact,10:20,,2,50,12,3.657421518,snorkel downstream,observer,0,115,0,0,1,0,345,190HH 150 SACSUC 4STB 1 LAMSPP,4259
3/8/2018,3,2018,205,Lake California,1623,Impact,10:00,,3,52,10,3.047851265,snorkel downstream,observer,0,40,0,60,0,0,225,101 SACSUC  100 TSS  20 HH  2 TP  2 SACPIK,4354
3/20/2018,3,2018,205,Lake California,1623,Impact,10:30,,3,53,6,1.828710759,snorkel downstream,observer,0,9,0,15,3,0,72,51 sacsuc  21 hardhead,5096
4/3/2018,4,2018,205,Lake California,1623,Impact,11:00,,1,54,9,2.743066138,snorkel downstream,observer,0,0,1,110,9,0,439,275 sacsuc  141 HH  20 stb  2 TP  1 rifscu,5166
4/19/2018,4,2018,205,Lake California,1623,Impact,11:45,,1,53,8,2.438281012,snorkel downstream,observer,0,109,0,19,1,0,207,168 HH  35 sacsuc  1 TP  1 rifscu,5505
5/3/2018,5,2018,205,Lake California,1623,Impact,11:15,,1,54,9,2.743066138,snorkel downstream,observer,1,31,0,54,1,0,336,235 HH  101 SS WR Were ad-clipped,8228
5/14/2018,5,2018,205,Lake California,1623,Impact,9:35,,1,53,8,2.438281012,snorkel downstream,observer,0,18,0,8,4,0,277,121HH  155SACSUC  1 adult RBT,9443
5/31/2018,5,2018,205,Lake California,1623,Impact,10:15,,1,54,5,1.523925632,snorkel downstream,observer,0,0,0,11,1,0,246,245 HH  1 SACSUC,9738
6/12/2018,6,2018,205,Lake California,1623,Impact,10:45,,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,135,111 HH  1 sculpin  21 SS,10592
6/26/2018,6,2018,205,Lake California,1623,Impact,10:26,,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,2,1,68,42 HH  15 SS  10 TSS  1 sculpin  1 adult trout,12381
7/10/2018,7,2018,205,Lake California,1623,Impact,9:30,,1,56,8,2.438281012,snorkel downstream,observer,0,0,0,0,28,12,73,12 adult PM  69 hh  4 tss,13106
7/24/2018,7,2018,205,Lake California,1623,Impact,12:20,,1,60,11,3.352636391,snorkel downstream,observer,0,0,0,0,14,4,372,TSS  HH  PM  SS,13047
8/6/2018,8,2018,205,Lake California,1623,Impact,9:07,,3,56,10,3.047851265,snorkel downstream,observer,0,0,0,35,35,23,91,9 PM  64 HH  12 TSS  6 SS,12122
8/21/2018,8,2018,205,Lake California,1623,Impact,11:59,,1,58,12,3.657421518,snorkel downstream,observer,0,0,0,0,13,22,11,25 HH  1 sacsuc,10835
9/5/2018,9,2018,205,Lake California,1623,Impact,9:45,,1,58,9,2.743066138,snorkel downstream,observer,0,0,0,6,5,2,302,2 adult HH,9551
9/17/2018,9,2018,205,Lake California,1623,Impact,9:15,,1,55,6,1.828710759,snorkel downstream,observer,2,2,0,2,7,1,174,1 adult RT  114 HH  60 SS,8640
10/1/2018,10,2018,205,Lake California,1623,Impact,9:26,,3,56,8,2.438281012,snorkel downstream,observer,0,8,0,0,22,52,100,HH  2 adult trout,7680
10/15/2018,10,2018,205,Lake California,1623,Impact,9:30,,1,56,7,2.133495885,snorkel downstream,observer,37,18,0,17,32,0,301,300 Hardhead  1 Sucker,7212
11/7/2018,11,2018,205,Lake California,1623,Impact,9:00,,1,55,6,1.828710759,snorkel downstream,observer,41,48,0,0,13,4,83,83 HH,5387
11/26/2018,11,2018,205,Lake California,1623,Impact,9:30,,3,56,6,1.828710759,snorkel downstream,observer,6,3,0,0,8,0,300,300 HH,5280
12/12/2018,12,2018,205,Lake California,1623,Impact,9:45,,1,53,5,1.523925632,snorkel downstream,observer,2,20,0,0,26,2,181,1 adult trout  160 HH(1 adult)  9 SS  12 PM  1 LMB,4908
1/2/2019,1,2019,205,Lake California,1623,Impact,10:30,,1,51,9,2.743066138,snorkel downstream,observer,0,0,0,21,2,0,0,,5316
1/31/2019,1,2019,205,Lake California,1623,Impact,12:30,,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,104,0,0,207,207 HH,5634
6/14/2017,6,2017,214,Mainstem North,301,control,10:35,,1,56,6,1.828710759,snorkel downstream,observer,0,0,0,2,1,0,2,2 suckers,11679
7/24/2017,7,2017,214,Mainstem North,301,control,12:30,,1,55,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,,11328
8/7/2017,8,2017,214,Mainstem North,301,control,11:50,,1,55,10,3.047851265,snorkel downstream,observer,0,0,0,0,3,0,0,,11014
8/21/2017,8,2017,214,Mainstem North,301,control,12:40,,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,2,0,240,240 Sac Suckers,11057
9/6/2017,9,2017,214,Mainstem North,301,control,12:15,,2,54.1,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,,10107
9/18/2017,9,2017,214,Mainstem North,301,control,12:20,,2,52.4,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,,10067
10/3/2017,10,2017,214,Mainstem North,301,control,12:30,,1,57,8,2.438281012,snorkel downstream,observer,0,0,0,0,9,0,0,,9190
10/16/2017,10,2017,214,Mainstem North,301,control,12:55,,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,12,0,0,,8424
10/30/2017,10,2017,214,Mainstem North,301,control,11:25,,1,52,8,2.438281012,snorkel downstream,observer,0,0,0,0,9,0,0,,8708
11/13/2017,11,2017,214,Mainstem North,301,control,11:40,,3,53,8,2.438281012,snorkel downstream,observer,0,2,0,0,0,0,0,,6194
11/29/2017,11,2017,214,Mainstem North,301,control,12:15,,2,50,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,,5948
12/29/2017,12,2017,214,Mainstem North,301,control,13:15,,2,48,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,,5637
1/11/2018,1,2018,214,Mainstem North,301,control,14:00,,3,50,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,1,1 SS,5369
2/6/2018,2,2018,214,Mainstem North,301,control,13:30,,1,51,10,3.047851265,snorkel downstream,observer,0,17,0,0,0,0,0,,5201
2/22/2018,2,2018,214,Mainstem North,301,control,15:00,,2,51,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,,4226
3/8/2018,3,2018,214,Mainstem North,301,control,13:23,,3,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,,4354
3/20/2018,3,2018,214,Mainstem North,301,control,12:35,,3,53,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,,5096
4/19/2018,4,2018,214,Mainstem North,301,Control,13:40,,1,54,4,1.219140506,snorkel downstream,observer,0,0,0,0,0,0,0,,5505
5/3/2018,5,2018,214,Mainstem North,301,Control,13:00,,1,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,200,200 SS,8228
5/14/2018,5,2018,214,Mainstem North,301,Control,14:35,,1,58,9,2.743066138,snorkel downstream,observer,0,0,0,0,3,0,166,115HH  11SACSUC,9443
5/31/2018,5,2018,214,Mainstem North,301,Control,11:45,,1,54,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,0,,9738
6/12/2018,6,2018,214,Mainstem North,301,Control,12:50,,1,59,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,0,0,,10592
7/10/2018,7,2018,214,Mainstem North,301,Control,11:20,,1,56,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,,13106
7/24/2018,7,2018,214,Mainstem North,301,Control,11:54,,1,59,10,3.047851265,snorkel downstream,observer,0,0,0,0,3,0,1,1 TSS,13047
8/21/2018,8,2018,214,Mainstem North,301,Control,13:24,,1,58,12,3.657421518,snorkel downstream,observer,0,0,0,0,0,1,0,1 HH,10835
9/5/2018,9,2018,214,Mainstem North,301,Control,10:48,,1,58,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,,9551
9/17/2018,9,2018,214,Mainstem North,301,Control,10:30,,1,54,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,,8640
10/1/2018,10,2018,214,Mainstem North,301,Control,10:40,,3,54,8,2.438281012,snorkel downstream,observer,0,1,0,0,0,0,0,,7680
10/15/2018,10,2018,214,Mainstem North,301,Control,10:30,,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,5,0,0,,7926
11/7/2018,11,2018,214,Mainstem North,301,Control,10:00,,1,55,7,2.133495885,snorkel downstream,observer,0,0,0,0,2,0,0,,4607
11/26/2018,11,2018,214,Mainstem North,301,Control,10:45,,3,55,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,,5280
1/31/2019,1,2019,214,Mainstem North,301,Control,13:30,,1,56,4,1.219140506,snorkel downstream,observer,0,0,0,25,0,0,0,,5634
7/24/2017,7,2017,216,Mainstem South,473,control,12:00,,1,57,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,22,12 HH 1 SS 8 SB 1 PM,11328
8/7/2017,8,2017,216,Mainstem South,473,control,13:50,,1,57,8,2.438281012,snorkel downstream,observer,0,0,0,0,1,0,82,1 STB  3 TP  24 SP  53 SS  1 rifscu,11014
8/23/2017,8,2017,216,Mainstem South,473,control,10:55,,1,56,9.5,2.895458702,snorkel downstream,observer,0,0,0,0,0,0,35,24 HH  9SS  2 TSS,11199
9/6/2017,9,2017,216,Mainstem South,473,control,14:06,,2,58.1,8,2.438281012,snorkel downstream,observer,0,0,0,0,5,0,0,,10107
9/20/2017,9,2017,216,Mainstem South,473,control,10:50,,2,54.2,8,2.438281012,snorkel downstream,observer,0,0,0,0,2,0,155,100 HH  40 SS  15TSB,10118
10/5/2017,10,2017,216,Mainstem South,473,control,11:30,,1,55,3,0.914355379,snorkel downstream,observer,0,0,0,0,0,0,0,low visibility along banks due to silt,9086
10/18/2017,10,2017,216,Mainstem South,473,control,10:55,,1,53,8,2.438281012,snorkel downstream,observer,0,68,0,0,0,0,135,100 HH  35 SS,8444
11/1/2017,11,2017,216,Mainstem South,473,control,11:19,,1,53,8,2.438281012,snorkel downstream,observer,0,0,0,0,13,0,225,160 HH  60 SS  5 TSS,8732
11/15/2017,11,2017,216,Mainstem South,473,control,10:25,,4,52,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,0,water very turbid,6118
3/29/2018,3,2018,216,Mainstem South,473,control,10:45,,2,55,6,1.828710759,snorkel downstream,observer,0,0,0,0,0,0,0,,5384
4/3/2018,4,2018,216,Mainstem South,473,control,13:10,,1,55,7,2.133495885,snorkel downstream,observer,0,0,0,1,0,0,0,,5166
5/14/2018,5,2018,216,Mainstem South,473,Control,11:15,,1,53,8,2.438281012,snorkel downstream,observer,0,0,0,0,0,0,0,,9443
6/14/2018,6,2018,216,Mainstem South,473,Control,10:35,,1,60,5,1.523925632,snorkel downstream,observer,0,0,0,0,0,0,2,1 HH  1 SACSUC,11056
6/26/2018,6,2018,216,Mainstem South,473,Control,12:04,,1,54,9,2.743066138,snorkel downstream,observer,0,0,0,0,0,0,0,,12381
7/10/2018,7,2018,216,Mainstem South,473,Control,12:51,,1,56,7,2.133495885,snorkel downstream,observer,0,0,0,0,0,0,2,2 TSS,13106
7/24/2018,7,2018,216,Mainstem South,473,Control,9:03,,1,60,11,3.352636391,snorkel downstream,observer,0,0,0,0,0,0,0,,13047
8/6/2018,8,2018,216,Mainstem South,473,Control,10:53,,3,56,12,3.657421518,snorkel downstream,observer,1,0,0,0,3,0,5,HH,12122
8/21/2018,8,2018,216,Mainstem South,473,Control,9:08,,1,58,11,3.352636391,snorkel downstream,observer,0,1,0,0,0,1,0,1 HH,10835
9/5/2018,9,2018,216,Mainstem South,473,Control,13:10,,1,60,8,2.438281012,snorkel downstream,observer,5,0,0,0,0,0,9,8 HH  1 SACSUC,9551
9/17/2018,9,2018,216,Mainstem South,473,Control,11:45,,1,58,8,2.438281012,snorkel downstream,observer,1,0,0,0,0,0,15,15 HH,8640
10/1/2018,10,2018,216,Mainstem South,473,Control,12:49,,2,57,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,,7680
10/15/2018,10,2018,216,Mainstem South,473,Control,12:50,,1,55,7,2.133495885,snorkel downstream,observer,50,30,0,0,0,0,0,,7926
12/20/2016,12,2016,201,North Cypress,590,Impact,10:35,,2,50,6,1.828710759,Snorkel Downstream,Observer,0,0,0,0,1,0,0,adult steelhead,5072
12/29/2016,12,2016,201,North Cypress,590,Impact,10:30,,1,51,,#VALUE!,Snorkel Downstream,Observer,0,0,0,2,0,0,0,,1025
6/19/2017,6,2017,201,North Cypress,590,Impact,13:30,,1,53,3,0.914355379,snorkel downstream,observer,0,0,0,5,283,0,0,Top and bottom channels combined,10303
7/12/2017,7,2017,201,North Cypress,590,Impact,10:05,,1,50,4.5,1.371533069,snorkel downstream,observer,0,0,0,0,165,0,0,upper half of 201,10394
7/12/2017,7,2017,201,North Cypress,590,Impact,11:00,,1,50,4.5,1.371533069,snorkel downstream,observer,10,0,0,0,265,0,0,lower half of 201,10394
7/25/2017,7,2017,201,North Cypress,590,Impact,13:42,,1,54,7,2.133495885,snorkel downstream,observer,15,0,0,0,525,0,4,4 TSS,10666
8/9/2017,8,2017,201,North Cypress,590,Impact,10:50,,1,53,8,2.438281012,snorkel downstream,observer,0,0,0,0,439,0,102,2 TSS  100 Sacsuc,10313
8/22/2017,8,2017,201,North Cypress,590,Impact,10:30,,1,54,7,2.133495885,snorkel downstream,observer,0,0,0,0,234,0,3,3 TSS,10466
9/7/2017,9,2017,201,North Cypress,590,Impact,10:20,,3,53,3,0.914355379,snorkel downstream,observer,0,0,0,0,19,0,0,,9131
9/21/2017,9,2017,201,North Cypress,590,Impact,10:45,,1,53,5,1.523925632,snorkel downstream,observer,1,21,0,0,20,0,0,,9029
10/2/2017,10,2017,201,North Cypress,590,Impact,10:40,,1,49.8,8,2.438281012,snorkel downstream,observer,0,2,0,0,62,0,0,,8073
10/19/2017,10,2017,201,North Cypress,590,Impact,11:25,,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,57,0,0,bottom of cypress  silt= bad vis,8019
10/19/2017,10,2017,201,North Cypress,590,Impact,12:10,,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,110,0,0,top of cypress,8019
10/31/2017,10,2017,201,North Cypress,590,Impact,11:30,,1,53,10,3.047851265,snorkel downstream,observer,40,563,0,0,98,0,3,2 Adult trout  3 TSS,8161
11/16/2017,11,2017,201,North Cypress,590,Impact,11:15,,2,53,10,3.047851265,snorkel downstream,observer,0,0,0,0,0,0,0,bottom of cypress,5007
11/16/2017,11,2017,201,North Cypress,590,Impact,11:45,,2,53,10,3.047851265,snorkel downstream,observer,0,166,0,0,18,0,1,1 sculpin  top of cypress,5007
11/30/2017,11,2017,201,North Cypress,590,Impact,11:00,,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,20,0,0,Bottom of cypress,5005
11/30/2017,11,2017,201,North Cypress,590,Impact,11:20,,2,52,10,3.047851265,snorkel downstream,observer,0,0,0,0,31,0,0,Top of cypress,5005
12/17/2017,12,2017,201,North Cypress,590,Impact,11:00,,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,0,bottom of cypress,5026
12/17/2017,12,2017,201,North Cypress,590,Impact,11:20,,1,50,10,3.047851265,snorkel downstream,observer,0,100,0,0,18,0,0,top of cypress,5026
12/19/2017,12,2017,201,North Cypress,590,Impact,10:45,,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,2,0,0,bottom of cypress 1 adult trout mort,5080
12/19/2017,12,2017,201,North Cypress,590,Impact,11:15,,2,50,10,3.047851265,snorkel downstream,observer,0,4,0,0,70,0,1,top of cypress 1 sculpin,5080
12/27/2017,12,2017,201,North Cypress,590,Impact,11:00,,2,50,10,3.047851265,snorkel downstream,observer,0,0,0,0,1,0,0,bottom of north cypress,5068
12/27/2017,12,2017,201,North Cypress,590,Impact,11:20,,1,50,10,3.047851265,snorkel downstream,observer,0,100,0,0,18,0,0,top of north cypress,5068
1/9/2018,1,2018,201,North Cypress,590,Impact,10:25,,3,51,8,2.438281012,snorkel downstream,observer,0,50,0,290,0,0,0,,4098
1/23/2018,1,2018,201,North Cypress,590,Impact,10:45,,3,50,8,2.438281012,snorkel downstream,observer,0,0,0,282,1,0,3,adult trout  2 sculpin  1 tss,4055
2/5/2018,2,2018,201,North Cypress,590,Impact,11:45,,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,935,0,0,0,top of cypress,4000
2/5/2018,2,2018,201,North Cypress,590,Impact,13:15,,1,52,10,3.047851265,snorkel downstream,observer,0,0,0,310,0,0,0,1 adult salmon (bottom of cypress),4000
2/23/2018,2,2018,201,North Cypress,590,Impact,11:15,,1,52,10,3.047851265,snorkel downstream,observer,0,24,0,1208,1,0,2,1 RIFSCU 1 TSS,3210
3/5/2018,3,2018,201,North Cypress,590,Impact,13:00,,1,51,10,3.047851265,snorkel downstream,observer,0,200,0,1300,0,0,0,,3255
3/20/2018,3,2018,201,North Cypress,590,Impact,11:05,,3,50,10,3.047851265,snorkel downstream,observer,0,0,0,1025,150,0,0,,3341
4/2/2018,4,2018,201,North Cypress,590,Impact,12:00,,1,52,10,3.047851265,snorkel downstream,observer,0,41,0,2682,20,0,0,,3246
4/16/2018,4,2018,201,North Cypress,590,Impact,13:15,,3,52,10,3.047851265,snorkel downstream,observer,1063,6,0,2060,98,0,0,,3264
5/2/2018,5,2018,201,North Cypress,590,Impact,9:30,,1,51,10,3.047851265,snorkel downstream,observer,574,22,0,2153,214,0,1,1 SCULPIN,7236
5/15/2018,5,2018,201,North Cypress,590,Impact,12:00,,1,50,10,3.047851265,snorkel downstream,observer,239,1,0,3400,717,0,0,Beaver,8737
5/29/2018,5,2018,201,North Cypress,590,Impact,12:24,,1,56,10,3.047851265,snorkel downstream,observer,290,0,0,1948,516,0,0,,9491
6/11/2018,6,2018,201,North Cypress,590,Impact,13:40,,1,54,10,3.047851265,snorkel downstream,observer,292,0,0,1424,347,0,1,1 adult rainbow trout,9743
6/27/2018,6,2018,201,North Cypress,590,Impact,13:20,,1,54,12,3.657421518,snorkel downstream,observer,71,0,0,325,153,1,0,1 adult WR  1 Adult trout,12067
7/10/2018,7,2018,201,North Cypress,590,Impact,11:40,,1,54,12,3.657421518,snorkel downstream,observer,10,0,0,80,110,0,0,,13023
7/25/2018,7,2018,201,North Cypress,590,Impact,11:00,,1,56,12,3.657421518,snorkel downstream,observer,0,0,0,0,60,0,0,,13027
8/8/2018,8,2018,201,North Cypress,590,Impact,11:18,,3,54,12,3.657421518,snorkel downstream,observer,0,0,0,170,362,0,1,1 Rifscu  1 adult WR,11502
